"BIBTEXKEY","TITLE","final_decision","exclusion_reason","manual_decision"
"mou_antecedents_2015","Antecedents of trust in electronic-service providers: results from a meta-analysis","include","included_by_automation","unreviewed"
"mohsmed_idries_risks_2015","Risks identification and mitigation in uav applications development projects","include","included_by_automation","unreviewed"
"lee_automatic_2015","Automatic service search and composability analysis in large scale service networks","include","included_by_automation","unreviewed"
"gulliksson_pervasive_2015","Pervasive design","include","included_by_automation","unreviewed"
"stivers_end_2015","The end of surveillance","include","included_by_automation","unreviewed"
"yoon_data_2015","Data reuse and users' trust judgments: toward trusted data curation","include","included_by_automation","unreviewed"
"barker_patient-and_2015","Patient-and family-centered care and its influence on healthcare at the university of michigan health system","include","included_by_automation","unreviewed"
"maqsood_use_2015","Use of mobile technology among rural women in {Pakistan} for agricultural extension information","include","included_by_automation","unreviewed"
"cox_pahnke_exposed_2015","Exposed: venture capital, competitor ties, and entrepreneurial innovation","include","included_by_automation","unreviewed"
"simpson_jr_command_2015","Command and control in the information age: a case study of a representative air power command and control node","include","included_by_automation","unreviewed"
"sadi_authentication_2015","Authentication of electronic evidence in cybercrime cases based on malaysian laws","include","included_by_automation","unreviewed"
"aldaoud_influence_2015","The influence of corporate governance and ownership concentration on the timeliness of financial reporting in {Jordan}","include","included_by_automation","unreviewed"
"mohanty_management_2015","Management practices","include","included_by_automation","unreviewed"
"sorvig_essays_2015","Essays in aquaculture: economics and marketing","include","included_by_automation","unreviewed"
"dezfuli_nasa_2015","{NASA} system safety handbook. {Volume} 2: system safety concepts, guidelines, and implementation examples","include","included_by_automation","unreviewed"
"usina_impact_2015","Impact of a california community college's general education information literacy requirement","include","included_by_automation","unreviewed"
"coleclough_capturing_2015","Capturing the client perspective within an organizational needs assessment; a project to enhance'trauma informed care'({TIC}) in a homeless health clinic","include","included_by_automation","unreviewed"
"egeln_empirical_2015","An empirical investigation of the impacts of website quality on consumer loyalty: a case of baby boomers","include","included_by_automation","unreviewed"
"jaffray_world_2015","World congress on medical physics and biomedical engineering, june 7-12, 2015, toronto, canada","include","included_by_automation","unreviewed"
"poldrugovac_role_2015","A role of accounting in establishing a sustainable performance management system in the hotel industry","include","included_by_automation","unreviewed"
"ploskonka_collection_2015","Collection of essays on mergers \& acquisitions","include","included_by_automation","unreviewed"
"gunawan_determinants_2015","The determinants of innovative performance: a study of {SMEs} in a developing country","include","included_by_automation","unreviewed"
"jamar_social_2015","A social justice perspective on intellectual property, innovation, and entrepreneurship","exclude","title_duplicate","unreviewed"
"sharma_management_2015","Management information system","exclude","title_duplicate","unreviewed"
"monte_network_2015","Network attacks and exploitation: a framework","include","included_by_automation","unreviewed"
"rogers_how_2015","How information and communications technologies will change the evaluation, measurement, and verification of energy efficiency programs","include","included_by_automation","unreviewed"
